#{"t_start": 1727010631.074354, "env_id": "None"}
r,l,t
-149.069119,200,4738.505295
-166.160291,200,4752.149577
-317.489413,200,4764.655443
-177.595675,200,4777.076917
-151.867463,200,4789.460557
-117.65519,200,4801.836697
-171.93704,200,4814.226745
-270.808302,200,4827.966759
-165.45592,200,4840.867916
-310.500415,200,4853.209341
-157.221301,200,4865.521174
-268.013547,200,4877.933588
-165.624916,200,4890.245509
-225.894174,200,4902.550139
-296.495344,200,4916.733884
-163.61287,200,4929.328202
-251.859244,200,4941.650614
-165.181139,200,4953.833816
-166.710258,200,4965.898344
-276.273312,200,4977.987442
-150.056764,200,4991.147645
-141.821289,200,5004.077827
-280.799229,200,5016.270703
-273.782593,200,5028.34149
-171.213781,200,5040.527475
-396.73217,200,5052.656317
-161.523614,200,5064.836023
-157.639335,200,5078.705256
-164.649601,200,5091.134277
-167.293996,200,5103.144691
-283.051547,200,5115.2452
-149.060057,200,5127.35019
-272.541882,200,5139.49889
-167.323915,200,5152.163145
-195.814452,200,5165.587176
-265.315759,200,5177.865751
-182.796815,200,5189.989522
-137.614972,200,5202.108356
-415.712594,200,5214.282333
-156.452259,200,5226.633162
-171.035249,200,5240.142309
-156.907565,200,5252.782579
-162.992017,200,5264.959632
-274.901028,200,5277.111341
-1.975074,200,5289.329447
-148.862929,200,5301.386388
-262.848659,200,5313.429425
-147.335993,200,5327.142152
-272.725754,200,5339.43067
-255.657393,200,5351.49268
-289.330546,200,5363.644615
-2.401478,200,5375.777319
-268.801063,200,5387.893429
-256.905447,200,5401.181714
-158.578699,200,5414.184681
-1.266242,200,5426.405663
-369.602217,200,5438.561431
-160.522017,200,5450.752606
-164.107646,200,5463.113222
-126.49223,200,5475.485954
-162.330989,200,5489.333754
-153.336695,200,5501.951164
-165.191034,200,5514.257306
-258.362414,200,5526.691691
-167.524681,200,5539.159447
-166.074359,200,5551.498719
-367.758736,200,5564.335755
-157.470683,200,5577.973821
-170.895434,200,5590.476115
-1.508334,200,5602.790929
-164.792192,200,5615.094702
-361.092797,200,5627.481868
-267.198357,200,5639.859668
-262.995365,200,5653.588602
-1.702368,200,5666.445862
-156.826796,200,5678.758924
-166.250387,200,5691.142497
-258.467808,200,5703.499651
-255.165835,200,5715.974186
-266.121446,200,5728.342985
-148.147709,200,5742.391966
-147.378333,200,5754.868361
-293.272887,200,5767.258845
-1.493008,200,5779.583598
-154.548374,200,5791.838137
-145.557189,200,5804.176653
-260.552701,200,5817.614451
-182.782093,200,5830.771836
-153.413886,200,5843.304072
-148.52008,200,5855.835874
-276.318267,200,5868.174096
-2.159492,200,5880.385623
-153.517251,200,5892.582478
-3.090557,200,5906.694158
-375.323657,200,5919.506207
-236.499892,200,5931.995086
-263.55362,200,5944.762693
-166.699757,200,5957.401173
-282.178032,200,5969.648319
-254.639062,200,5982.729753
-244.754164,200,5996.333961
-264.229149,200,6008.838451
-159.687755,200,6021.488083
-279.998922,200,6034.027556
-1.469327,200,6046.591303
-170.847431,200,6059.350114
-253.594317,200,6073.323959
-163.824333,200,6086.157679
-281.936439,200,6098.442262
-260.319233,200,6110.631023
-249.675246,200,6123.068591
-395.847037,200,6135.437263
-156.57682,200,6147.762806
-136.180263,200,6162.146465
-172.373371,200,6174.643069
-290.469077,200,6187.082683
-120.882394,200,6199.470175
-252.735707,200,6211.855035
-160.977834,200,6224.21911
-157.113064,200,6237.795541
-377.238845,200,6250.833404
-163.151106,200,6263.24713
-151.826872,200,6275.609566
-155.994436,200,6287.990711
-151.032099,200,6300.544667
-149.522074,200,6313.085345
-252.59357,200,6327.516467
-163.131993,200,6340.479896
-272.471018,200,6353.182795
-154.839426,200,6365.866282
-148.21239,200,6378.563137
-155.989563,200,6391.345216
-2.197357,200,6404.96688
-158.785173,200,6419.004831
