#{"t_start": 1726940585.779264, "env_id": "None"}
r,l,t
-371.634967,200,5357.466552
-335.306276,200,5369.751879
-335.603656,200,5382.098421
-365.635645,200,5393.926635
-370.294332,200,5406.290646
-338.477624,200,5418.756843
-348.084462,200,5431.224476
-361.664413,200,5443.683394
-342.338665,200,5456.544279
-336.631473,200,5468.91258
-353.188516,200,5482.040276
-339.95743,200,5494.362711
-336.328612,200,5507.007584
-346.86609,200,5519.376777
-337.505635,200,5531.781557
-338.520473,200,5543.729541
-339.848002,200,5556.41563
-334.026717,200,5570.526493
-338.877591,200,5582.596463
-340.226591,200,5596.070441
-338.363066,200,5609.334659
-331.766268,200,5623.552569
-333.940382,200,5637.73281
-338.37235,200,5651.251786
-339.995519,200,5664.537776
-343.712122,200,5676.424959
-346.566643,200,5688.480658
-339.216421,200,5700.688588
-339.416839,200,5712.876703
-340.848042,200,5725.099972
-340.246054,200,5737.184874
-332.663663,200,5750.253801
-337.318519,200,5762.282589
-353.500636,200,5774.983627
-340.461791,200,5787.469806
-336.038014,200,5800.244977
-346.596468,200,5813.95659
-332.67393,200,5827.158643
-355.907881,200,5841.437097
-333.228179,200,5855.57252
-344.476133,200,5869.84289
-335.347603,200,5883.077747
-351.704259,200,5897.143846
-356.351746,200,5911.181213
-371.374738,200,5924.722901
-332.177042,200,5938.929964
-334.27963,200,5952.08773
-333.372676,200,5964.705857
-329.447415,200,5978.081728
-347.630415,200,5990.816724
-339.771271,200,6003.684749
-349.792451,200,6017.954928
-336.15872,200,6030.77472
-339.588549,200,6044.312892
-337.579102,200,6056.337552
-348.160861,200,6068.728762
-345.312758,200,6128.960423
-330.883063,200,6141.377355
-337.982567,200,6153.777746
-342.587563,200,6166.578711
-337.844303,200,6178.876898
-332.736352,200,6191.605218
-351.0819,200,6204.992295
-334.64847,200,6217.980948
-334.568599,200,6230.998943
-336.832455,200,6243.458782
-368.055229,200,6255.461008
-354.217531,200,6268.998538
-331.467265,200,6281.471886
-348.830941,200,6293.579758
-332.793994,200,6305.823864
-356.874582,200,6317.903741
-330.627947,200,6329.853683
-353.549204,200,6341.91777
-337.212034,200,6353.676867
-347.735923,200,6365.614676
-334.812375,200,6377.408738
-340.121529,200,6389.195208
-331.881397,200,6400.848854
-336.682016,200,6412.704988
-338.953884,200,6425.79196
-334.268758,200,6437.09446
-331.380218,200,6448.774253
-336.522994,200,6460.453354
-336.558387,200,6471.812645
-337.882437,200,6483.217892
-339.017245,200,6494.381001
-340.851162,200,6505.581451
-334.739136,200,6517.709573
-338.138649,200,6529.686247
-352.653884,200,6541.434161
-345.27638,200,6553.566029
-356.601786,200,6567.456892
-333.714714,200,6579.483932
-339.45181,200,6591.333998
-338.347288,200,6603.612114
-333.24142,200,6616.161095
-332.592987,200,6628.152956
-328.441735,200,6640.401169
-336.019955,200,6652.842401
-328.958636,200,6665.361481
-331.855851,200,6677.481002
-338.21519,200,6689.687073
-336.607848,200,6701.804214
-331.810626,200,6714.089073
-331.006945,200,6725.919967
-332.736773,200,6737.898084
-337.96337,200,6749.7334
-339.746217,200,6761.568135
-335.165408,200,6774.425311
-330.95572,200,6786.988875
-329.177092,200,6798.87095
-332.003574,200,6810.494311
-337.418412,200,6822.168385
-336.727579,200,6834.773566
-331.583055,200,6847.327178
-342.11627,200,6859.54214
-336.072056,200,6871.728914
-340.366642,200,6884.131114
-338.391944,200,6896.47437
