#{"t_start": 1726766588.8241365, "env_id": "None"}
r,l,t
-6.978323,200,2070.678484
-129.017908,200,2083.154083
-125.707134,200,2095.562686
-247.86113,200,2107.91567
-9.452347,200,2120.350301
-128.529093,200,2132.714266
-8.54991,200,2145.344507
-246.963548,200,2157.733397
-122.219853,200,2170.158292
-131.062376,200,2182.666146
-236.422931,200,2195.183303
-5.038389,200,2207.768654
-128.160993,200,2220.314381
-253.080299,200,2232.589046
-3.452763,200,2245.035744
-391.057143,200,2257.444959
-128.034238,200,2269.816257
-3.822124,200,2282.390805
-128.983788,200,2294.746076
-3.459825,200,2307.275259
-353.382134,200,2319.63843
-117.278507,200,2332.375669
-123.678041,200,2345.472278
-119.868407,200,2358.185242
-123.340262,200,2370.888572
-114.875854,200,2383.558431
-119.543536,200,2396.211473
-239.607521,200,2409.037243
-123.877653,200,2421.795781
-2.533995,200,2434.461177
-117.786745,200,2447.083533
-123.547852,200,2459.633475
-238.145691,200,2472.250554
-123.34607,200,2485.124029
-355.307926,200,2497.664425
-115.353831,200,2510.292468
-362.345129,200,2522.989383
-122.966338,200,2535.776053
-1.221791,200,2548.745209
-247.12175,200,2561.489289
-243.709036,200,2574.556283
-122.052742,200,2589.88238
-122.32818,200,2602.481586
-330.247406,200,2615.197595
-119.485286,200,2628.11761
-242.163524,200,2640.702434
-125.427058,200,2653.501548
-119.4231,200,2666.258126
-116.252904,200,2679.060361
-246.329105,200,2692.154395
-230.666321,200,2704.82625
-342.767794,200,2717.681262
-0.743303,200,2730.410341
-117.846376,200,2743.316446
-125.897233,200,2756.000345
-117.345748,200,2768.996302
-121.968989,200,2781.658187
-125.290051,200,2794.359416
-347.717724,200,2806.965535
-117.25289,200,2819.655097
-127.278667,200,2832.55543
-119.54728,200,2845.269153
-122.340824,200,2858.144556
-123.368735,200,2871.682258
-118.491287,200,2884.584661
-121.679489,200,2897.900585
-340.905089,200,2910.588061
-119.316705,200,2923.023305
-121.558812,200,2935.504554
-2.274438,200,2948.72688
-358.384267,200,2961.235325
-1.203276,200,2973.788462
-237.04139,200,2986.615827
-118.508813,200,2999.492616
-118.31124,200,3012.480266
-127.281603,200,3025.534209
-1.300307,200,3038.820663
-119.805683,200,3052.193605
-120.803526,200,3065.473627
-121.502034,200,3078.632265
-242.661754,200,3092.062413
-238.67879,200,3105.50828
-1.612748,200,3119.616794
-355.472719,200,3132.633871
-126.613084,200,3145.402634
-117.630613,200,3158.505409
-2.043985,200,3171.789182
-123.397813,200,3184.793565
-114.075175,200,3197.34673
-237.024558,200,3210.600708
-236.748489,200,3223.500676
-261.89329,200,3238.038493
-115.781541,200,3251.05737
-120.059656,200,3264.104424
-253.784571,200,3277.506289
-1.249498,200,3290.971296
-358.140549,200,3304.098565
-122.860054,200,3316.672635
-119.352678,200,3330.354684
-1.360024,200,3342.953458
-273.25188,200,3356.365195
-125.712678,200,3369.539357
-127.087435,200,3383.053114
-1.648415,200,3396.394577
-236.44068,200,3410.355989
-121.1986,200,3423.720295
-255.584391,200,3436.517541
-114.459814,200,3449.568187
-236.128567,200,3463.027246
-116.946473,200,3477.091472
-120.58093,200,3491.103647
-124.005729,200,3504.842447
-115.525003,200,3517.95698
-3.02148,200,3532.28295
-119.52646,200,3545.420957
-120.405141,200,3557.616804
-127.136175,200,3569.96736
-124.147733,200,3582.301352
-245.369756,200,3594.82958
-126.703465,200,3607.263948
-121.25701,200,3619.88824
-118.952723,200,3632.27808
-117.096559,200,3644.960739
-2.229575,200,3657.460722
-376.006648,200,3670.721047
-3.787943,200,3683.806105
-226.693834,200,3697.691421
-224.727582,200,3711.321962
-121.274117,200,3723.956872
-0.616691,200,3736.992833
-124.914331,200,3749.530548
-0.61755,200,3762.507822
-119.957986,200,3776.257984
-124.296675,200,3789.657912
-0.975405,200,3802.962725
-884.785347,200,3815.851969
-117.857432,200,3829.013937
-118.911599,200,3842.500527
-123.358275,200,3855.915565
-1.005657,200,3869.589303
-124.100804,200,3882.413941
-0.623545,200,3895.815501
-125.548333,200,3909.434426
-120.03183,200,3922.40625
-1.850593,200,3934.943532
-115.135543,200,3947.751373
-120.178327,200,3960.440028
-121.753241,200,3973.31806
-123.835462,200,3986.143171
-335.938612,200,3998.791697
-224.943597,200,4011.767503
-228.124315,200,4024.532795
-255.967335,200,4037.759631
-1.433732,200,4050.807317
-118.786827,200,4063.552971
-297.010734,200,4076.335032
-124.14663,200,4088.985028
-226.907824,200,4101.77659
-124.616128,200,4114.998643
-124.64828,200,4128.18184
-119.903959,200,4141.163397
-124.369775,200,4154.123285
-117.988947,200,4167.046521
-2.433901,200,4180.090221
-116.445402,200,4192.697188
-234.117796,200,4205.333084
-120.110494,200,4218.134187
-224.325223,200,4230.794862
-114.57367,200,4243.445795
-118.04855,200,4256.646743
-240.117029,200,4269.663574
-116.375322,200,4282.409124
-124.304924,200,4294.986962
