#{"t_start": 1726831320.2286901, "env_id": "None"}
r,l,t
-127.481138,200,3526.541434
-195.793886,12,3527.833929
-305.21721,35,3531.268091
-105.28852,4,3531.674439
-191.020107,11,3532.784435
-201.139879,13,3534.185236
-131.346802,26,3536.88703
-110.851239,10,3537.875288
-7.594107,200,3558.175001
-101.948225,1,3558.283308
-185.882782,10,3559.308478
-184.356256,11,3560.434514
-195.130118,12,3561.601459
-102.852875,2,3561.793012
-191.736828,11,3562.892772
-185.683766,13,3564.117064
-101.666956,1,3564.215016
-196.568313,12,3565.466185
-110.786968,12,3566.651835
-110.841002,10,3567.634403
-125.443659,8,3568.434058
-319.170805,30,3571.42004
-308.925298,28,3574.300828
-101.759217,1,3574.384034
-6.180059,200,3600.465292
-126.471393,10,3602.155086
-292.365479,200,3633.668084
-6.420562,200,3663.826164
-191.534545,12,3665.499513
-107.9606,7,3666.459014
-101.596927,1,3666.582484
-313.931037,29,3670.667284
-130.734705,8,3671.755415
-111.42778,11,3673.282629
-101.461343,1,3673.426192
-114.134018,9,3674.708216
-199.888535,13,3676.57503
-108.93556,7,3677.518044
-192.579411,11,3679.009338
-102.550634,1,3679.142382
-194.699564,12,3680.826241
-299.577994,32,3685.294535
-103.799271,1,3685.428039
-192.147759,11,3686.944696
-126.816964,13,3688.760545
-2.95235,200,3717.371845
-233.457123,18,3720.162279
-199.400831,12,3721.938213
-106.63063,6,3722.828427
-294.755231,24,3726.194663
-112.837525,20,3728.461267
-110.089238,11,3729.745245
-195.198488,12,3731.210906
-201.194528,13,3733.050467
-201.598099,13,3734.85604
-195.425146,12,3736.588797
-187.551893,12,3738.204169
-195.148298,12,3739.890144
-311.227189,29,3744.326704
-107.203589,6,3745.193135
-235.104094,18,3747.792403
-302.063916,27,3752.014909
-101.506247,1,3752.222192
-2.849038,200,3780.584535
-243.507219,200,3806.411709
-110.550032,11,3807.662094
-136.070825,10,3808.827073
-195.60111,12,3810.202676
-200.669929,13,3811.719505
-103.490839,1,3811.867437
-232.655449,18,3816.277531
-110.424369,12,3823.150235
-190.715455,11,3836.814944
-137.547174,13,3851.214657
-101.623562,1,3852.247744
-288.429908,200,3998.033717
-182.695661,11,4009.047451
-193.295623,11,4017.878567
-101.437909,1,4018.240378
-112.408078,17,4028.857164
-111.038722,14,4034.508407
-179.407093,10,4040.651574
-201.053158,13,4046.140002
-188.474188,12,4049.630649
-195.404491,12,4051.213764
-124.010303,200,4089.213678
-1.31936,200,4125.266415
-142.097741,11,4127.154571
-195.22432,12,4129.266511
-102.433846,1,4129.494493
-124.850552,200,4162.965242
-101.383092,1,4163.139695
-125.241554,200,4196.798013
-107.71454,7,4197.89785
-194.320641,11,4199.67469
